"destination","commercial.flag","city","region","country","fligh.direction","flight.type","date","date.year","nbr.of.passengers","cargo.weight","nbr.of.flights","seat.capacity"
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2007-01-01,2007,62,0,3,88
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2010-12-01,2010,0,0,2,0
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2012-06-01,2012,0,4599,17,0
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2011-09-01,2011,0,6271,20,0
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2007-09-01,2007,0,19216,24,88
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2008-09-01,2008,0,0,1,100
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2008-12-01,2008,0,0,2,260
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2012-05-01,2012,1912,0,14,2520
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2007-04-01,2007,3007,46262,62,5015
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2007-05-01,2007,3184,50797,69,5277
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2008-04-01,2008,2532,3915,47,4402
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2008-05-01,2008,3223,568,53,5763
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2009-01-01,2009,2039,0,45,4359
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2009-05-01,2009,3110,0,57,5920
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2010-08-01,2010,2591,10045,61,4559
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2011-05-01,2011,2936,10454,50,5165
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2007-03-01,2007,2827,34776,65,4538
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2009-04-01,2009,3448,0,56,6245
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2009-07-01,2009,2809,0,53,4443
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2010-08-01,2010,3065,4494,61,4483
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2008-12-01,2008,36,0,1,151
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2010-11-01,2010,0,13046,18,0
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2009-08-01,2009,56,0,3,91
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2010-07-01,2010,0,12802,18,0
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2010-03-01,2010,0,632,1,0
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2010-02-01,2010,43,0,1,116
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2012-03-01,2012,0,4943,17,0
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2011-10-01,2011,16,7564,18,50
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2011-05-01,2011,44,8637,19,108
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2007-06-01,2007,0,7222,10,0
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2009-04-01,2009,74,0,1,80
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2010-12-01,2010,0,0,4,0
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2010-09-01,2010,0,6905,19,0
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2011-11-01,2011,2801,12431,42,4208
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2011-08-01,2011,2193,17975,42,4110
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2011-04-01,2011,2719,17776,51,5535
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2007-07-01,2007,2345,49350,84,4268
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2007-10-01,2007,2957,647,46,5226
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2008-01-01,2008,1977,1314,39,3899
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2008-12-01,2008,2752,0,48,4332
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2008-07-01,2008,2979,745,54,4426
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2008-10-01,2008,3527,0,55,5054
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2010-07-01,2010,2910,0,44,4273
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2010-09-01,2010,2498,0,48,4523
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2012-04-01,2012,1511,0,12,2160
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2011-04-01,2011,2539,10616,52,5644
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2007-06-01,2007,3137,23303,62,4833
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2008-05-01,2008,3384,3111,67,5830
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2008-08-01,2008,3082,0,53,3935
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2009-06-01,2009,3111,0,53,5331
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2009-09-01,2009,4025,0,56,4784
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2009-11-01,2009,3158,0,47,4537
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2010-06-01,2010,2775,5148,67,5283
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2010-09-01,2010,3030,0,48,4523
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2010-02-01,2010,2086,4145,56,4008
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2009-06-01,2009,0,0,1,0
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2007-02-01,2007,5,0,2,90
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2008-08-01,2008,169,3181,16,349
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2009-06-01,2009,0,0,2,0
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2011-10-01,2011,3364,22874,53,5694
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2011-09-01,2011,2893,18131,47,5078
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2012-02-01,2012,197,505,3,306
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2007-01-01,2007,1913,32264,69,4523
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2009-04-01,2009,2974,0,56,6294
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2010-11-01,2010,2270,0,42,4082
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2009-08-01,2009,2761,0,53,4272
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2011-11-01,2011,2915,8594,43,4284
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2011-07-01,2011,2105,7489,43,4288
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2011-02-01,2011,1886,13488,35,3553
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2007-10-01,2007,3040,4540,60,5159
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2008-01-01,2008,2359,7697,56,3877
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2008-02-01,2008,2497,6298,58,4277
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2009-01-01,2009,2515,0,45,4359
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2009-12-01,2009,2555,0,42,4421
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2010-05-01,2010,2927,4804,73,5971
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2010-03-01,2010,2352,5325,68,4987
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2012-05-01,2012,85,16268,20,170
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2011-02-01,2011,0,11909,16,0
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2008-05-01,2008,0,0,1,0
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2008-11-01,2008,0,0,1,0
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2009-10-01,2009,0,0,1,0
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Non Scheduled",2010-10-01,2010,0,13816,18,82
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2011-02-01,2011,0,8005,16,0
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2008-11-01,2008,0,0,1,0
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2009-09-01,2009,0,0,2,0
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Non Scheduled",2009-12-01,2009,0,3693,17,0
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2011-07-01,2011,2607,18579,44,4397
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2007-08-01,2007,2388,45454,90,4294
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2008-06-01,2008,3314,13531,56,5868
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2009-10-01,2009,3573,0,54,5217
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2010-12-01,2010,2610,17024,63,4552
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2009-12-01,2009,3211,0,42,4421
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2010-02-01,2010,2150,10758,56,4008
"Sofia","Commercial","Sofia","","Bulgaria","Outgoing","Scheduled",2010-05-01,2010,3086,13307,71,5934
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2011-10-01,2011,3468,9107,53,5727
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2011-08-01,2011,2447,7274,41,4034
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2007-08-01,2007,2681,21706,90,4255
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2008-11-01,2008,3312,0,47,4528
"Sofia","Commercial","Sofia","","Bulgaria","Incoming","Scheduled",2010-12-01,2010,1925,4692,60,4552
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2011-04-01,2011,377,0,4,756
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2008-12-01,2008,593,0,5,936
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2009-01-01,2009,0,0,1,189
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2008-06-01,2008,182,0,1,189
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2008-12-01,2008,174,0,1,189
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2009-09-01,2009,341,0,2,378
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2009-08-01,2009,183,0,1,189
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2010-07-01,2010,590,0,4,756
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2011-03-01,2011,98,0,1,189
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2011-02-01,2011,5,0,1,189
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2009-09-01,2009,614,0,4,756
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2010-05-01,2010,570,0,5,945
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2009-10-01,2009,363,0,2,378
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2012-03-01,2012,698,0,5,945
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2008-08-01,2008,730,0,4,756
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2008-09-01,2008,860,0,5,945
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2008-11-01,2008,550,0,4,756
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2009-04-01,2009,225,0,2,369
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2009-11-01,2009,589,0,4,756
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2010-10-01,2010,871,0,5,945
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2010-02-01,2010,540,0,4,756
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2008-04-01,2008,470,0,4,756
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2008-08-01,2008,559,0,4,756
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2010-12-01,2010,90,0,1,189
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2008-07-01,2008,745,0,4,756
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2008-10-01,2008,704,0,5,945
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2008-06-01,2008,466,0,3,567
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2009-06-01,2009,453,0,3,567
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2009-07-01,2009,621,0,4,756
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2010-03-01,2010,742,0,5,945
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2011-11-01,2011,189,0,1,189
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2009-03-01,2009,162,0,1,189
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2009-07-01,2009,318,0,2,378
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2010-11-01,2010,187,0,1,189
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2010-09-01,2010,453,0,4,756
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2010-08-01,2010,670,0,5,945
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2010-12-01,2010,265,0,2,359
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2009-12-01,2009,599,0,5,945
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2012-02-01,2012,159,0,1,189
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2011-01-01,2011,528,0,5,945
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2008-03-01,2008,204,0,2,378
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2008-09-01,2008,869,0,5,945
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2009-06-01,2009,171,0,2,378
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2009-11-01,2009,281,0,2,378
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2010-06-01,2010,212,0,2,378
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2008-10-01,2008,659,0,4,756
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2009-03-01,2009,439,0,3,567
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2010-06-01,2010,579,0,4,756
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2010-09-01,2010,432,0,4,756
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2008-11-01,2008,162,0,1,189
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2010-11-01,2010,115,0,1,189
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2009-08-01,2009,513,0,3,567
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2009-10-01,2009,461,0,4,567
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2010-07-01,2010,588,0,4,756
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2010-08-01,2010,632,0,5,945
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2010-04-01,2010,541,0,4,756
"Taba","Commercial","Taba","","Egypt","Outgoing","Non Scheduled",2010-01-01,2010,429,0,4,756
"Taba","Commercial","Taba","","Egypt","Incoming","Non Scheduled",2008-07-01,2008,795,0,5,945
"Takamatsu","Commercial","Takamatsu","Japan RJ","Japan","Outgoing","Non Scheduled",2007-10-01,2007,142,0,1,185
"Takamatsu","Commercial","Takamatsu","Japan RJ","Japan","Incoming","Non Scheduled",2007-09-01,2007,142,0,1,185
"Takamatsu","Commercial","Takamatsu","Japan RJ","Japan","Outgoing","Non Scheduled",2007-09-01,2007,122,0,1,185
"Tampere","Commercial","Tampere","","Finland","Incoming","Scheduled",2012-06-01,2012,2186,0,13,2457
"Tampere","Commercial","Tampere","","Finland","Incoming","Scheduled",2012-03-01,2012,315,0,3,567
"Tampere","Commercial","Tampere","","Finland","Outgoing","Scheduled",2012-06-01,2012,2007,0,13,2457
"Tampere","Commercial","Tampere","","Finland","Outgoing","Scheduled",2012-03-01,2012,139,0,3,567
"Tampere","Commercial","Tampere","","Finland","Incoming","Scheduled",2012-05-01,2012,2247,0,14,2646
"Tampere","Commercial","Tampere","","Finland","Incoming","Scheduled",2012-04-01,2012,1764,0,12,2268
"Tampere","Commercial","Tampere","","Finland","Outgoing","Scheduled",2012-05-01,2012,2239,0,14,2646
"Tampere","Commercial","Tampere","","Finland","Outgoing","Scheduled",2012-04-01,2012,1636,0,12,2268
"Tanger/Ibn Batouta","Commercial","Tanger","","Morocco","Outgoing","Non Scheduled",2012-01-01,2012,0,0,1,0
"Tarbes","Commercial","Tarbes","","France","Incoming","Non Scheduled",2008-05-01,2008,0,0,1,135
"Tarbes","Commercial","Tarbes","","France","Outgoing","Non Scheduled",2008-09-01,2008,0,0,1,189
"Tarbes","Commercial","Tarbes","","France","Incoming","Non Scheduled",2008-09-01,2008,0,0,1,189
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2012-03-01,2012,521,0,3,567
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2007-01-01,2007,1171,0,8,1323
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2007-11-01,2007,0,0,4,306
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2007-12-01,2007,0,0,2,868
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2008-03-01,2008,0,0,2,189
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2008-08-01,2008,1129,0,8,1323
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2010-04-01,2010,1012,0,7,1255
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2011-10-01,2011,953,0,6,1134
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2007-09-01,2007,2142,0,13,2457
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2010-10-01,2010,64,0,1,189
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2010-07-01,2010,1676,0,12,1890
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2011-12-01,2011,6254,29666,53,7626
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2012-01-01,2012,5712,20007,50,6811
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2008-02-01,2008,4395,4934,49,6423
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2008-04-01,2008,8009,549,69,11649
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2007-12-01,2007,5767,1600,58,8393
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2010-08-01,2010,10631,0,96,13681
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2011-11-01,2011,6372,25463,49,7272
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2011-12-01,2011,6443,33269,54,7794
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2011-06-01,2011,7558,20997,82,10945
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2011-03-01,2011,6386,22728,59,8980
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2007-07-01,2007,9317,20066,69,11441
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2007-05-01,2007,6953,9763,68,9929
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2008-02-01,2008,4845,9801,50,6542
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2008-06-01,2008,7000,8025,70,10630
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2008-01-01,2008,4990,11401,56,7468
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2008-09-01,2008,8775,10362,71,10714
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2008-12-01,2008,4390,11085,59,7565
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2009-03-01,2009,4861,9955,60,7989
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2010-09-01,2010,8558,9612,82,11560
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2010-08-01,2010,10710,0,94,13681
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2010-04-01,2010,7578,8063,76,11108
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2010-03-01,2010,6370,13582,57,8189
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2011-08-01,2011,3039,0,19,3591
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2007-04-01,2007,1789,0,10,1887
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2008-11-01,2008,142,0,1,189
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2010-10-01,2010,190,0,1,190
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2010-03-01,2010,395,0,3,546
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2011-06-01,2011,2294,0,16,3021
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2011-05-01,2011,1173,0,7,1320
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2009-10-01,2009,364,0,3,567
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2012-05-01,2012,2548,432,26,3828
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2012-03-01,2012,2073,160,22,2824
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2011-01-01,2011,4432,82197,58,6983
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2007-10-01,2007,9465,219,66,10933
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2008-11-01,2008,6131,3028,60,8149
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2009-11-01,2009,6508,2052,62,8808
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2010-05-01,2010,7383,373,83,11194
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2010-10-01,2010,10159,0,89,12055
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2011-09-01,2011,9309,22408,82,12149
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2011-04-01,2011,8549,21654,76,11268
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2008-05-01,2008,7751,12261,70,10883
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2009-05-01,2009,6876,8575,76,10830
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2009-04-01,2009,8070,12465,76,11402
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2010-11-01,2010,5668,0,54,7588
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2009-09-01,2009,9349,11461,80,11861
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2007-05-01,2007,2597,0,14,3069
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2007-08-01,2007,2248,0,13,2457
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2008-02-01,2008,0,0,2,121
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2008-05-01,2008,955,0,5,1325
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2008-06-01,2008,2145,0,13,2685
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2008-10-01,2008,1274,0,7,1323
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2010-06-01,2010,2037,0,13,2457
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2010-08-01,2010,2365,0,15,2646
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2010-02-01,2010,0,0,1,0
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2012-03-01,2012,729,0,4,756
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2011-08-01,2011,2965,0,19,3591
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2007-08-01,2007,2442,0,13,2457
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2008-06-01,2008,2102,1115,13,2685
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2008-09-01,2008,1760,0,10,1958
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2010-03-01,2010,498,0,3,546
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2012-04-01,2012,2947,290,25,3748
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2011-10-01,2011,10824,30390,80,12446
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2011-08-01,2011,10213,20664,89,12953
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2012-02-01,2012,2194,1225,23,3236
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2011-03-01,2011,6008,210626,60,8764
